[20/Jun/2017 07:36:49] "GET /blog/index/ HTTP/1.1" 500 94315
[20/Jun/2017 07:40:50] "POST /admin/blog/host/add/ HTTP/1.1" 302 0
[20/Jun/2017 07:40:50] "GET /admin/blog/host/ HTTP/1.1" 200 4511
[20/Jun/2017 07:40:50] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:40:53] "GET /admin/blog/host/add/ HTTP/1.1" 200 3668
[20/Jun/2017 07:40:54] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:41:06] "POST /admin/blog/host/add/ HTTP/1.1" 302 0
[20/Jun/2017 07:41:06] "GET /admin/blog/host/ HTTP/1.1" 200 4720
[20/Jun/2017 07:41:06] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:43:15] "GET /admin/blog/host/add/ HTTP/1.1" 200 3668
[20/Jun/2017 07:43:22] "GET /admin/blog/ HTTP/1.1" 200 3331
[20/Jun/2017 07:43:27] "GET /admin/blog/publisher/ HTTP/1.1" 200 2862
[20/Jun/2017 07:43:27] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:43:29] "GET /admin/blog/publisher/add/ HTTP/1.1" 200 5677
[20/Jun/2017 07:43:29] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:45:03] "POST /admin/blog/publisher/add/ HTTP/1.1" 500 201360
[20/Jun/2017 07:45:50] "POST /admin/blog/publisher/add/ HTTP/1.1" 302 0
[20/Jun/2017 07:45:50] "GET /admin/blog/publisher/ HTTP/1.1" 200 4350
[20/Jun/2017 07:45:50] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:45:55] "GET /admin/blog/publisher/1/ HTTP/1.1" 200 6049
[20/Jun/2017 07:45:55] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:46:02] "GET /admin/blog/publisher/ HTTP/1.1" 200 4213
[20/Jun/2017 07:46:07] "GET /admin/blog/publisher/2/ HTTP/1.1" 200 6081
[20/Jun/2017 07:46:07] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:46:25] "GET /admin/blog/publisher/2/ HTTP/1.1" 200 6081
[20/Jun/2017 07:46:25] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:48:19] "GET /admin/blog/ HTTP/1.1" 200 3331
[20/Jun/2017 07:48:21] "GET /admin/blog/book/add/ HTTP/1.1" 200 5525
[20/Jun/2017 07:48:21] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:48:45] "GET /admin/blog/ HTTP/1.1" 200 3331
[20/Jun/2017 07:48:47] "GET /admin/blog/author/add/ HTTP/1.1" 200 4234
[20/Jun/2017 07:48:47] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:49:04] "POST /admin/blog/author/add/ HTTP/1.1" 302 0
[20/Jun/2017 07:49:04] "GET /admin/blog/author/ HTTP/1.1" 200 4132
[20/Jun/2017 07:49:04] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:49:15] "GET /admin/blog/author/1/ HTTP/1.1" 200 4452
[20/Jun/2017 07:49:15] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:49:25] "POST /admin/blog/author/1/ HTTP/1.1" 500 202795
[20/Jun/2017 07:49:42] "GET /admin/blog/ HTTP/1.1" 200 3331
[20/Jun/2017 07:49:43] "GET /admin/blog/author/ HTTP/1.1" 200 3997
[20/Jun/2017 07:49:43] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:49:47] "GET /admin/blog/author/1/ HTTP/1.1" 200 4452
[20/Jun/2017 07:49:47] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:49:55] "GET /admin/blog/author/ HTTP/1.1" 200 3997
[20/Jun/2017 07:49:55] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:49:57] "GET /admin/blog/ HTTP/1.1" 200 3331
[20/Jun/2017 07:50:02] "GET /admin/blog/book/ HTTP/1.1" 200 2832
[20/Jun/2017 07:50:02] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:50:05] "GET /admin/blog/book/add/ HTTP/1.1" 200 5561
[20/Jun/2017 07:50:05] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:50:32] "POST /admin/blog/book/add/ HTTP/1.1" 200 5745
[20/Jun/2017 07:50:32] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:50:42] "GET /admin/blog/author/add/?_popup=1 HTTP/1.1" 200 3439
[20/Jun/2017 07:50:42] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:50:49] "GET /admin/blog/publisher/add/?_popup=1 HTTP/1.1" 200 4873
[20/Jun/2017 07:50:49] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:50:59] "GET /admin/blog/author/add/?_popup=1 HTTP/1.1" 200 3439
[20/Jun/2017 07:50:59] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:51:14] "POST /admin/blog/book/add/ HTTP/1.1" 200 5745
[20/Jun/2017 07:51:14] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:51:17] "POST /admin/blog/book/add/ HTTP/1.1" 200 5745
[20/Jun/2017 07:51:17] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:51:33] "GET /admin/blog/author/add/?_popup=1 HTTP/1.1" 200 3439
[20/Jun/2017 07:51:33] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:51:39] "GET /admin/blog/book/ HTTP/1.1" 200 2832
[20/Jun/2017 07:51:39] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:51:41] "GET /admin/blog/book/add/ HTTP/1.1" 200 5561
[20/Jun/2017 07:51:41] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:51:42] "GET /admin/blog/author/add/?_popup=1 HTTP/1.1" 200 3439
[20/Jun/2017 07:51:42] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:51:54] "GET /admin/blog/author/add/?_popup=1 HTTP/1.1" 200 3439
[20/Jun/2017 07:51:55] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:52:04] "POST /admin/blog/author/add/?_popup=1 HTTP/1.1" 200 193
[20/Jun/2017 07:52:17] "POST /admin/blog/book/add/ HTTP/1.1" 302 0
[20/Jun/2017 07:52:17] "GET /admin/blog/book/ HTTP/1.1" 200 4122
[20/Jun/2017 07:52:17] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:52:20] "GET /admin/blog/book/1/ HTTP/1.1" 200 5835
[20/Jun/2017 07:52:20] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:52:28] "GET /admin/blog/book/ HTTP/1.1" 200 3984
[20/Jun/2017 07:52:28] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:52:30] "GET /admin/blog/ HTTP/1.1" 200 3331
[20/Jun/2017 07:52:31] "GET /admin/blog/author/ HTTP/1.1" 200 4190
[20/Jun/2017 07:52:31] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:52:33] "GET /admin/blog/author/1/ HTTP/1.1" 200 4452
[20/Jun/2017 07:52:33] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:52:57] "POST /admin/blog/author/1/ HTTP/1.1" 500 203151
[20/Jun/2017 07:53:02] "POST /admin/blog/author/1/ HTTP/1.1" 500 203002
[20/Jun/2017 07:53:05] "GET /admin/blog/author/ HTTP/1.1" 200 4192
[20/Jun/2017 07:53:05] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:53:08] "GET /admin/blog/author/ HTTP/1.1" 200 4192
[20/Jun/2017 07:53:08] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:53:13] "GET /admin/blog/ HTTP/1.1" 200 3331
[20/Jun/2017 07:53:15] "GET /admin/blog/book/ HTTP/1.1" 200 3984
[20/Jun/2017 07:53:15] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:53:16] "GET /admin/blog/book/1/ HTTP/1.1" 200 5837
[20/Jun/2017 07:53:16] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:59:50] "GET /admin/blog/book/ HTTP/1.1" 200 3984
[20/Jun/2017 07:59:50] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
[20/Jun/2017 07:59:51] "GET /admin/blog/ HTTP/1.1" 200 3331
[20/Jun/2017 07:59:55] "GET /admin/blog/author/add/ HTTP/1.1" 200 4234
[20/Jun/2017 07:59:55] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
Validating models...

0 errors found
June 20, 2017 - 07:36:43
Django version 1.6.5, using settings 'web.settings'
Starting development server at http://0.0.0.0:8000/
Quit the server with CONTROL-C.
Unhandled exception in thread started by <function wrapper at 0xb26938>
Validating models...

Traceback (most recent call last):
  File "/usr/lib/python2.6/site-packages/django/utils/autoreload.py", line 93, in wrapper
    fn(*args, **kwargs)
  File "/usr/lib/python2.6/site-packages/django/core/management/commands/runserver.py", line 101, in inner_run
    self.validate(display_num_errors=True)
  File "/usr/lib/python2.6/site-packages/django/core/management/base.py", line 310, in validate
    num_errors = get_validation_errors(s, app)
  File "/usr/lib/python2.6/site-packages/django/core/management/validation.py", line 34, in get_validation_errors
    for (app_name, error) in get_app_errors().items():
  File "/usr/lib/python2.6/site-packages/django/db/models/loading.py", line 196, in get_app_errors
    self._populate()
  File "/usr/lib/python2.6/site-packages/django/db/models/loading.py", line 75, in _populate
    self.load_app(app_name, True)
  File "/usr/lib/python2.6/site-packages/django/db/models/loading.py", line 99, in load_app
    models = import_module('%s.models' % app_name)
  File "/usr/lib/python2.6/site-packages/django/utils/importlib.py", line 40, in import_module
    __import__(name)
  File "/vagrant_data/web/blog/models.py", line 23, in <module>
    class Author(models.Model):
  File "/vagrant_data/web/blog/models.py", line 26, in Author
    email = models.EmailField(blank=true)
NameError: name 'true' is not defined
[20/Jun/2017 08:02:06] "GET /admin/blog/author/add/ HTTP/1.1" 200 4217
[20/Jun/2017 08:02:07] "GET /admin/jsi18n/ HTTP/1.1" 200 6538
